#separator:Tab
#html:true
#notetype:Basic
#deck:真经GRE等价词汇总2026
#tags column:3
contemptuous	<b>轻蔑的</b><br><br>等价词：disdainful<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
dump	<b>排出</b><br><br>等价词：disgorge<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
crestfallen	<b>不高兴的</b><br><br>等价词：disgruntled<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
crumble	<b>崩溃，破碎</b><br><br>等价词：disintegrate<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
slight	<b>贬低</b><br><br>等价词：disparage, discount<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
heterogeneous	<b>各种各样的</b><br><br>等价词：disparate, dissimilar<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
analytical	<b>善于分析的，冷静客观的</b><br><br>等价词：dispassionate<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
temperate	<b>温和的，适度的</b><br><br>等价词：dispassionate<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
celerity	<b>速度，迅速</b><br><br>等价词：dispatch<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
defy	<b>蔑视</b><br><br>等价词：disregard, flout<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
duplicity	<b>欺骗</b><br><br>等价词：dissemblance<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
attenuate	<b>减弱，变稀</b><br><br>等价词：dissipate, mute<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
untether	<b>脱离</b><br><br>等价词：divorce<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
dogmatic	<b>武断的，教条主义的</b><br><br>等价词：doctrinaire, rigid<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
doctrinaire	<b>教条主义的</b><br><br>等价词：dogmatic<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
skepticism	<b>怀疑</b><br><br>等价词：doubt<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
extinguish	<b>熄灭，毁灭</b><br><br>等价词：douse<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
pacific	<b>和平主义的</b><br><br>等价词：dovish<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
spectacular	<b>壮观的</b><br><br>等价词：dramatic<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
elicit	<b>引出</b><br><br>等价词：drawout<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
tedious	<b>单调乏味的</b><br><br>等价词：dreary, boring<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
humdrum	<b>单调的，乏味的</b><br><br>等价词：dull<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
disgorge	<b>排出</b><br><br>等价词：dump<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
dissemble	<b>伪装</b><br><br>等价词：duplicity<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
contract	<b>逐渐减少，逐渐变小</b><br><br>等价词：dwindle<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
keen	<b>渴望的</b><br><br>等价词：eager<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
affable	<b>和蔼可亲的</b><br><br>等价词：easygoing, cordial, genteel<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
wane	<b>衰落，减少，衰落期</b><br><br>等价词：ebb, decline<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
outdo	<b>超过</b><br><br>等价词：eclipse<br><br><small>第2天 · 原书第7页（PDF 第11页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
pecuniary	<b>金钱的</b><br><br>等价词：economic<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
euphoria	<b>狂喜</b><br><br>等价词：ecstasy<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
democratic	<b>平等主义的</b><br><br>等价词：egalitarian<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
flagrant	<b>明目张胆的</b><br><br>等价词：egregious<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
chic	<b>时髦的</b><br><br>等价词：elegant<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
plaintive	<b>悲伤的</b><br><br>等价词：elegiac<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
draw	<b>吸引</b><br><br>等价词：elicit<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
extirpate	<b>根除</b><br><br>等价词：eliminate<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
put torest	<b>排出</b><br><br>等价词：eliminated<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
cryptic	<b>难解的</b><br><br>等价词：elusive<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
slippery	<b>难以抓住的，棘手的</b><br><br>等价词：elusive<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
evasive	<b>逃避的，闪烁其词的</b><br><br>等价词：elusive, equivocal<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
totemic	<b>象征的</b><br><br>等价词：emblematic<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
revision	<b>修订</b><br><br>等价词：emendation<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
effusive	<b>溢于言表的，感情丰富的</b><br><br>等价词：emotional<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
imitate	<b>模仿</b><br><br>等价词：emulate, mimic<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
captivate	<b>迷住</b><br><br>等价词：enamor<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
tribute	<b>称赞，贡品</b><br><br>等价词：encomium<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
polymath	<b>博学者</b><br><br>等价词：encyclopedic<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
exhaustive	<b>全面的</b><br><br>等价词：encyclopedic, comprehensive<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
underwrite	<b>签署</b><br><br>等价词：endorse<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
sanction	<b>（经济）制裁，批准</b><br><br>等价词：endorse, countenance<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
induce	<b>引起</b><br><br>等价词：engender<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
hone	<b>磨砺，提升</b><br><br>等价词：enhance<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
inferablefrom	<b>能从…推断的</b><br><br>等价词：entailed by<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
diverting	<b>有趣的</b><br><br>等价词：entertaining<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
supplicate	<b>恳求</b><br><br>等价词：entreat, solicit<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
covet	<b>贪求</b><br><br>等价词：envy<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
short-lived	<b>短暂的</b><br><br>等价词：ephemeral<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
transitory	<b>短暂的</b><br><br>等价词：ephemeral, evanescent<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
parity	<b>平等，相等</b><br><br>等价词：equality<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
wayward	<b>任性的</b><br><br>等价词：errant, unpredictable<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
onetime	<b>过去的</b><br><br>等价词：erstwhile<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
learned	<b>博学的</b><br><br>等价词：erudite<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
shun	<b>避免</b><br><br>等价词：eschew<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
arcane	<b>难懂的</b><br><br>等价词：Esoteric, recondite , abstruse<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
recondite	<b>晦涩难懂的</b><br><br>等价词：esoteric, arcane, abstruse<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
abstruse	<b>难理解的</b><br><br>等价词：esoteric, arcane, recondite<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
requisite	<b>必需的</b><br><br>等价词：essential<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
indispensable	<b>不可或缺的</b><br><br>等价词：essential, crucial<br><br><small>第2天 · 原书第8页（PDF 第12页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
lionize	<b>崇拜，把…视为名人</b><br><br>等价词：eulogize<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
ecstasy	<b>狂喜</b><br><br>等价词：euphoria<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
momentary	<b>短暂的</b><br><br>等价词：evanescent<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
impartial	<b>公正的</b><br><br>等价词：evenhanded, disinterested, fair, detachment<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
patent	<b>明显的</b><br><br>等价词：evident, manifest<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
aggravate	<b>加剧</b><br><br>等价词：exacerbate<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
demanding	<b>苛求的</b><br><br>等价词：exacting<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
prescriptive	<b>指定的，规定的</b><br><br>等价词：exacting<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
overstate	<b>夸大</b><br><br>等价词：exaggerate<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
hyperbole	<b>夸大</b><br><br>等价词：exaggeration<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
valorize	<b>称赞</b><br><br>等价词：exalt<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
irascible	<b>易怒的</b><br><br>等价词：exasperation<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
preternatural	<b>异乎寻常的</b><br><br>等价词：exceptional<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
intemperate	<b>过度的</b><br><br>等价词：excessive<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
sole	<b>仅有的</b><br><br>等价词：exclusive<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
crab	<b>抱怨</b><br><br>等价词：excoriate<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
indict	<b>控告</b><br><br>等价词：excoriate<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
wield	<b>行使，施加</b><br><br>等价词：exert<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
encyclopedic	<b>广博的，全面的</b><br><br>等价词：exhaustive, polymathic<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
comprehensive	<b>全面的</b><br><br>等价词：exhaustive, sweeping, generic, inclusive<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
pressing	<b>紧迫的，重要的</b><br><br>等价词：exigent, critical<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
tenuous	<b>纤细的，脆弱的</b><br><br>等价词：exiguous<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
absolve	<b>免罪</b><br><br>等价词：exonerate<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
burgeon	<b>迅速生长</b><br><br>等价词：expand, flourish<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
oust	<b>罢黜，驱逐，取代</b><br><br>等价词：expel, banish<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
banish	<b>驱逐</b><br><br>等价词：expel, oust<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
innovative	<b>创新的</b><br><br>等价词：experimental<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
attributedto	<b>归因于</b><br><br>等价词：explainedby<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
augment	<b>增加</b><br><br>等价词：extend, expand, enhance<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
douse	<b>熄灭</b><br><br>等价词：extinguish<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
eliminate	<b>消除，淘汰</b><br><br>等价词：extirpate, put torest<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
profligate	<b>挥霍的</b><br><br>等价词：extravagant, prodigal<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
zealot	<b>狂热者</b><br><br>等价词：extremist, ideologue<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
forge	<b>锻造，伪造</b><br><br>等价词：fabricate<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
expedite	<b>促使</b><br><br>等价词：facilitate<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
schism	<b>分裂</b><br><br>等价词：factiousness<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
objective	<b>客观的，公正的</b><br><br>等价词：fair<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
disinterested	<b>公正的，没有兴趣的</b><br><br>等价词：fair, impartial<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
eminent	<b>杰出的，异乎寻常的</b><br><br>等价词：famous, particular<br><br><small>第2天 · 原书第9页（PDF 第13页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
shortcoming	<b>缺点</b><br><br>等价词：fault<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
enamor	<b>使迷惑</b><br><br>等价词：favor, captivate, hookedon<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
auspicious	<b>有望成功的</b><br><br>等价词：favorable<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
debacle	<b>彻底失败</b><br><br>等价词：fiasco<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
volatile	<b>善变的</b><br><br>等价词：fickle, versatile, flighty, erratic, capricious<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
erratic	<b>难以预测的</b><br><br>等价词：fickle, versatile, volatile, flighty, capricious<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
impassioned	<b>热情的</b><br><br>等价词：fiery<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
apposite	<b>合适的</b><br><br>等价词：fitting, germane<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
obsessed	<b>着迷的</b><br><br>等价词：fixated<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
egregious	<b>臭名昭著的</b><br><br>等价词：flagrant<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
wanting	<b>有缺陷的</b><br><br>等价词：flawed<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
supple	<b>能适应的，灵活的，柔韧的</b><br><br>等价词：flexible<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
spurn	<b>拒绝</b><br><br>等价词：flout<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
precursor	<b>先驱</b><br><br>等价词：forerunner<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
avert	<b>转移，防止</b><br><br>等价词：forestall<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
staveoff	<b>延缓</b><br><br>等价词：forestall<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
daunting	<b>使人畏惧的</b><br><br>等价词：formidable, sensational, forbidding<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
canned	<b>无新意的</b><br><br>等价词：formulaic<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
adopt	<b>收养，采用</b><br><br>等价词：foster<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
spur	<b>激励</b><br><br>等价词：foster<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
bedrock	<b>基础</b><br><br>等价词：foundation<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
inception	<b>开始</b><br><br>等价词：foundation<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
restive	<b>躁动不安的</b><br><br>等价词：fractious<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
malfeasance	<b>渎职</b><br><br>等价词：fraudulence<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
genial	<b>友善的</b><br><br>等价词：friendly<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
utilitarian	<b>实用的</b><br><br>等价词：functional<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
interchangeable	<b>可交换的</b><br><br>等价词：fungible<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
dynamic	<b>动态的，可变的</b><br><br>等价词：mutable<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
levelheaded	<b>头脑冷静的</b><br><br>等价词：sober<br><br><small>第2天 · 原书第10页（PDF 第14页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day2
facilitate	<b>促进，加快</b><br><br>等价词：further<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
synthesis	<b>合成，综合体</b><br><br>等价词：fusion<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
pointless	<b>无意义的</b><br><br>等价词：futile<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
animate	<b>有生命力的，激励，推动</b><br><br>等价词：galvanize, rouse, inspire<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
loquacious	<b>健谈的</b><br><br>等价词：garrulous<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
reckon	<b>认为，估计</b><br><br>等价词：gauge<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
abstract	<b>笼统的，抽象的，深奥的，摘要，提取，分散注意力</b><br><br>等价词：general<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
inclusive	<b>全包括的，包括首尾两项的</b><br><br>等价词：generic, all-encompassing<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
seed	<b>播种，萌芽</b><br><br>等价词：germ<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
obtain	<b>获得</b><br><br>等价词：glean<br><br><small>第3天 · 原书第11页（PDF 第15页）<br>等价关系与释义按原资料，须结合题目语境理解。</small>	GRE2026 Day3
